user,frame,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12
32,180,1,1,1,1,1,1,0,0,1,1,1,1,
32,181,1,1,1,1,1,1,0,0,1,1,1,1,
32,182,1,1,1,1,1,1,0,0,1,1,1,1,
32,183,1,1,1,1,1,1,0,0,1,1,1,1,
32,184,1,1,1,1,1,1,0,0,1,1,1,1,
32,185,1,1,1,1,1,1,0,0,1,1,1,1,
32,186,1,1,1,1,1,1,0,0,1,1,1,1,
32,187,1,1,1,1,1,1,0,0,1,1,1,1,
32,188,1,1,1,1,1,1,0,0,1,1,1,1,
32,189,1,1,1,1,1,1,0,0,1,1,1,1,
32,190,1,1,1,1,1,1,0,0,1,1,1,1,
32,191,1,1,1,1,1,1,0,0,1,1,1,1,
32,192,1,1,1,1,1,1,0,0,1,1,1,1,
32,193,1,1,1,1,1,1,0,0,1,1,1,1,
32,194,1,1,1,1,1,1,0,0,1,1,1,1,
32,195,1,1,1,1,1,1,0,0,1,1,1,1,
32,196,1,1,1,1,1,1,0,0,1,1,1,1,
32,197,1,1,1,1,1,1,0,0,1,1,1,1,
32,198,1,1,1,1,1,1,0,0,1,1,1,1,
32,199,1,1,1,1,1,1,0,0,1,1,1,1,
32,200,1,1,1,1,1,1,0,0,1,1,1,1,
32,201,1,1,1,1,1,1,0,0,1,1,1,1,
32,202,1,1,1,1,1,1,0,0,1,1,1,1,
32,203,1,1,1,1,1,1,0,0,1,1,1,1,
32,204,1,1,1,1,1,1,0,0,1,1,1,1,
32,205,1,1,1,1,1,1,0,0,1,1,1,1,
32,206,1,1,1,1,1,1,0,0,1,1,1,1,
32,207,1,1,1,1,1,1,0,0,1,1,1,1,
32,208,1,1,1,1,1,1,0,0,1,1,1,1,
32,209,1,1,1,1,1,1,0,0,1,1,1,1,
32,210,1,1,1,1,1,1,0,0,1,1,1,1,
32,211,1,1,1,1,1,1,1,1,1,1,1,1,
32,212,1,1,1,1,1,1,1,1,1,1,1,1,
32,213,1,1,1,1,1,1,1,1,1,1,1,1,
32,214,1,1,1,1,1,1,1,1,1,1,1,1,
32,215,1,1,1,1,1,1,1,1,1,1,1,1,
32,216,1,1,1,1,1,1,1,1,1,1,1,1,
32,217,1,1,1,1,1,1,1,1,1,1,1,1,
32,218,1,1,1,1,1,1,1,1,1,1,1,1,
32,219,1,1,1,1,1,1,1,1,1,1,1,1,
32,220,1,1,1,1,1,1,1,1,1,1,1,1,
32,221,1,1,1,1,1,1,0,0,1,1,1,1,
32,222,1,1,1,1,1,1,0,0,1,1,1,1,
32,223,1,1,1,1,1,1,0,0,1,1,1,1,
32,224,1,1,1,1,1,1,0,0,1,1,1,1,
32,225,1,1,1,1,1,1,0,0,1,1,1,1,
32,226,1,1,1,1,1,1,0,0,1,1,1,1,
32,227,1,1,1,1,1,1,0,0,1,1,1,1,
32,228,1,1,1,1,1,1,0,0,1,1,1,1,
32,229,1,1,1,1,1,1,0,0,1,1,1,1,
32,230,1,1,1,1,1,1,0,0,1,1,1,1,
32,231,1,1,1,1,1,1,0,0,1,1,1,1,
32,232,1,1,1,1,1,1,0,0,1,1,1,1,
32,233,1,1,1,1,1,1,0,0,1,1,1,1,
32,234,1,1,1,1,1,1,0,0,1,1,1,1,
32,235,1,1,1,1,1,1,0,0,1,1,1,1,
32,236,1,1,1,1,1,1,0,0,1,1,1,1,
32,237,1,1,1,1,1,1,0,0,1,1,1,1,
32,238,1,1,1,1,1,1,0,0,1,1,1,1,
32,239,1,1,1,1,1,1,0,0,1,1,1,1,
32,240,1,1,1,1,1,1,0,0,1,1,1,1,
32,241,1,1,1,1,1,1,0,0,1,1,1,1,
32,242,1,1,1,1,1,1,0,0,1,1,1,1,
32,243,1,1,1,1,1,1,0,0,1,1,1,1,
32,244,1,1,1,1,1,1,0,0,1,1,1,1,
32,245,1,1,1,1,1,1,0,0,1,1,1,1,
32,246,1,1,1,1,1,1,0,0,1,1,1,1,
32,247,1,1,1,1,1,1,0,0,1,1,1,1,
32,248,1,1,1,1,1,1,0,0,1,1,1,1,
32,249,1,1,1,1,1,1,0,0,1,1,1,1,
32,250,1,1,1,1,1,1,0,0,1,1,1,1,
32,251,1,1,1,1,1,1,0,0,1,1,1,1,
32,252,1,1,1,1,1,1,0,0,1,1,1,1,
32,253,1,1,1,1,1,1,0,0,1,1,1,1,
32,254,1,1,1,1,1,1,0,0,1,1,1,1,
32,255,1,1,1,1,1,1,0,0,1,1,1,1,
32,256,1,1,1,1,1,1,0,0,1,1,1,1,
32,257,1,1,1,1,1,1,0,0,1,1,1,1,
32,258,1,1,1,1,1,1,1,1,1,1,1,1,
32,259,1,1,1,1,1,1,1,1,1,1,1,1,
32,260,1,1,1,1,1,1,1,1,1,1,1,1,
32,261,1,1,1,1,1,1,1,1,1,1,1,1,
32,262,1,1,1,1,1,1,1,1,1,1,1,1,
32,263,1,1,1,1,1,1,1,1,1,1,1,1,
32,264,1,1,1,1,1,1,1,1,1,1,1,1,
32,265,1,1,1,1,1,1,1,1,1,1,1,1,
32,266,1,1,1,1,1,1,1,1,1,1,1,1,
32,267,1,1,1,1,1,1,1,1,1,1,1,1,
32,268,1,1,1,1,1,1,1,1,1,1,1,1,
32,269,1,1,1,1,1,1,1,1,1,1,1,1,
32,270,1,1,1,1,1,1,1,1,1,1,1,1,
32,271,1,1,1,1,1,1,1,1,1,1,1,1,
32,272,1,1,1,1,1,1,1,1,1,1,1,1,
32,273,1,1,1,1,1,1,1,1,1,1,1,1,
32,274,1,1,1,1,1,1,1,1,1,1,1,1,
32,275,1,1,1,1,1,1,1,1,1,1,1,1,
32,276,1,1,1,1,1,1,1,1,1,1,1,1,
32,277,1,1,1,1,1,1,1,1,1,1,1,1,
32,278,1,1,1,1,1,1,1,1,1,1,1,1,
32,279,1,1,1,1,1,1,1,1,1,1,1,1,
32,280,1,1,1,1,1,1,1,1,1,1,1,1,
32,281,1,1,1,1,1,1,1,1,1,1,1,1,
32,282,1,1,1,1,1,1,0,0,1,1,1,1,
32,283,1,1,1,1,1,1,0,0,1,1,1,1,
32,284,1,1,1,1,1,1,0,0,1,1,1,1,
32,285,1,1,1,1,1,1,0,0,1,1,1,1,
32,286,1,1,1,1,1,1,0,0,1,1,1,1,
32,287,1,1,1,1,1,1,0,0,1,1,1,1,
32,288,1,1,1,1,1,1,0,0,1,1,1,1,
32,289,1,1,1,1,1,1,0,0,1,1,1,1,
32,290,1,1,1,1,1,1,0,0,1,1,1,1,
32,291,1,1,1,1,1,1,0,0,1,1,1,1,
32,292,1,1,1,1,1,1,0,0,1,1,1,1,
32,293,1,1,1,1,1,1,0,0,1,1,1,1,
32,294,1,1,1,1,1,1,0,0,1,1,1,1,
32,295,1,1,1,1,1,1,0,0,1,1,1,1,
32,296,1,1,1,1,1,1,0,0,1,1,1,1,
32,297,1,1,1,1,1,1,0,0,1,1,1,1,
32,298,1,1,1,1,1,1,0,0,1,1,1,1,
32,299,1,1,1,1,1,1,0,0,1,1,1,1,
32,300,1,1,1,1,1,1,0,0,1,1,1,1,
33,1,0,0,1,1,1,1,0,0,0,0,1,1,
33,2,0,0,1,1,1,1,0,0,0,0,1,1,
33,3,0,0,1,1,1,1,0,0,0,0,1,1,
33,4,0,0,1,1,1,1,0,0,0,0,1,1,
33,5,0,0,1,1,1,1,0,0,0,0,1,1,
33,6,0,0,1,1,1,1,0,0,0,0,1,1,
33,7,0,0,1,1,1,1,0,0,0,0,1,1,
33,8,0,0,1,1,1,1,0,0,0,0,1,1,
33,9,0,0,1,1,1,1,0,0,0,0,1,1,
33,10,0,0,1,1,1,1,0,0,0,0,1,1,
33,11,0,0,1,1,1,1,0,0,0,0,1,1,
33,12,0,0,1,1,1,1,0,0,0,0,1,1,
33,13,0,0,1,0,1,1,0,0,0,0,1,1,
33,14,0,0,1,0,1,1,0,0,0,0,1,1,
33,15,0,0,1,0,1,1,0,0,0,0,1,1,
33,16,0,0,1,0,1,1,0,0,0,0,1,1,
33,17,0,0,1,0,1,1,0,0,0,0,1,1,
33,18,0,0,1,0,1,1,0,0,0,0,1,1,
33,19,0,0,1,0,1,1,0,0,0,0,1,1,
33,20,0,0,0,0,1,1,0,0,0,0,1,1,
33,21,0,0,0,0,1,1,0,0,0,0,1,1,
33,22,0,0,0,0,1,1,0,0,0,0,1,1,
33,23,0,0,0,0,1,1,0,0,0,0,1,1,
33,24,0,0,0,0,1,1,0,0,0,0,1,1,
33,25,0,0,0,0,1,1,0,0,0,0,1,1,
33,26,0,0,0,0,1,1,0,0,0,0,1,1,
33,27,0,0,0,0,1,1,0,0,0,0,1,1,
33,28,0,0,0,0,1,1,0,0,0,0,1,1,
33,29,0,0,0,0,1,1,0,0,0,0,1,1,
33,30,0,0,0,0,1,1,0,0,0,0,1,1,
33,31,0,0,0,0,1,1,0,0,0,0,1,1,
33,32,0,0,0,0,1,1,0,0,0,0,1,1,
33,33,0,0,0,0,1,1,0,0,0,0,1,1,
33,34,0,0,0,0,1,1,0,0,0,0,1,1,
33,35,0,0,0,0,1,1,0,0,0,0,1,1,
33,36,0,0,0,0,1,1,0,0,0,0,1,1,
33,37,0,0,0,0,1,1,0,0,0,0,1,1,
33,38,0,0,0,0,1,1,0,0,0,0,1,1,
33,39,0,0,0,0,1,1,0,0,0,0,1,1,
33,40,0,0,0,0,1,1,0,0,0,0,1,1,
33,41,0,0,0,0,1,1,0,0,0,0,1,1,
33,42,0,0,0,0,1,1,0,0,0,0,1,1,
33,43,0,0,1,0,1,1,0,0,0,0,1,1,
33,44,0,0,1,0,1,1,0,0,0,0,1,1,
33,45,0,0,1,0,1,1,0,0,0,0,1,1,
33,46,0,0,1,0,1,1,0,0,0,0,1,1,
33,47,0,0,1,0,1,1,0,0,0,0,1,1,
33,48,0,0,1,0,1,1,0,0,0,0,1,1,
33,49,0,0,1,0,1,1,0,0,0,0,1,1,
33,50,0,0,1,0,1,1,0,0,0,0,1,1,
33,51,0,0,1,0,1,1,0,0,0,0,1,1,
33,52,0,0,1,0,1,1,0,0,0,0,1,1,
33,53,0,0,1,0,1,1,0,0,0,0,1,1,
33,54,0,0,1,0,1,1,0,0,0,0,1,1,
33,55,0,0,1,0,1,1,0,0,0,0,1,1,
33,56,0,0,1,0,1,1,0,0,0,0,1,1,
33,57,0,0,1,1,1,1,0,0,0,0,1,1,
33,58,0,0,0,0,1,1,0,0,0,0,1,1,
33,59,0,0,0,0,1,1,0,0,0,0,1,1,
33,60,0,0,0,0,1,1,0,0,0,0,1,1,
33,61,0,0,1,1,1,1,0,0,0,0,1,1,
33,62,0,0,1,1,1,1,0,0,0,0,1,1,
33,63,0,0,0,0,1,1,0,0,0,0,1,1,
33,64,0,0,0,0,1,1,0,0,0,0,1,1,
33,65,0,0,0,0,1,1,0,0,0,0,1,1,
33,66,0,0,0,0,1,1,0,0,0,0,1,1,
33,67,0,0,0,0,1,1,0,0,0,0,1,1,
33,68,0,0,0,0,1,1,0,0,0,0,1,1,
33,69,0,0,0,0,1,1,0,0,0,0,1,1,
33,70,0,0,0,0,1,1,0,0,0,0,1,1,
33,71,0,0,0,0,1,1,0,0,0,0,1,1,
33,72,0,0,0,0,1,1,0,0,0,0,1,1,
33,73,0,0,0,0,1,1,0,0,0,0,1,1,
33,74,0,0,0,0,1,1,0,0,0,0,1,1,
33,75,0,0,0,0,1,1,0,0,0,0,1,1,
33,76,0,0,0,0,1,1,0,0,0,0,1,1,
33,77,0,0,0,0,1,1,0,0,0,0,1,1,
33,78,0,0,0,0,1,1,0,0,0,0,1,1,
33,79,0,0,0,0,1,1,0,0,0,0,1,1,
33,80,0,0,0,0,1,1,0,0,0,0,1,1,
33,81,0,0,0,0,1,1,0,0,0,0,1,1,
33,82,0,0,0,0,1,1,0,0,0,0,1,1,
33,83,0,0,0,0,1,1,0,0,0,0,1,1,
33,84,0,0,0,0,1,1,0,0,0,0,1,1,
33,85,0,0,0,0,1,1,0,0,0,0,1,1,
33,86,0,0,0,0,1,1,0,0,0,0,1,1,
33,87,0,0,0,0,1,1,0,0,0,0,1,1,
33,88,0,0,0,0,1,1,0,0,0,0,1,1,
33,89,0,0,0,0,1,1,0,0,0,0,1,1,
33,90,0,0,0,0,1,1,0,0,0,0,1,1,
33,91,0,0,0,0,1,1,0,0,0,0,1,1,
33,92,0,0,0,0,1,1,0,0,0,0,1,1,
33,93,0,0,0,0,1,1,0,0,0,0,1,1,
33,94,0,0,0,0,1,1,0,0,0,0,1,1,
33,95,0,0,0,0,1,1,0,0,0,0,1,1,
33,96,0,0,0,0,1,1,0,0,0,0,1,1,
33,97,0,0,0,0,1,1,0,0,0,0,1,1,
33,98,0,0,0,0,1,1,0,0,0,0,1,1,
33,99,0,0,0,0,1,1,0,0,0,0,1,1,
33,100,0,0,1,0,1,1,0,0,0,0,1,1,
33,101,0,0,1,0,1,1,0,0,0,0,1,1,
33,102,0,0,1,0,1,1,0,0,0,0,1,1,
33,103,0,0,1,0,1,1,0,0,0,0,1,1,
33,104,0,0,1,0,1,1,0,0,0,0,1,1,
33,105,0,0,1,0,1,1,0,0,0,0,1,1,
33,106,0,0,1,0,1,1,0,0,0,0,1,1,
33,107,0,0,1,0,1,1,0,0,0,0,1,1,
33,108,0,0,1,0,1,1,0,0,0,0,1,1,
33,109,0,0,1,0,1,1,0,0,0,0,1,1,
33,110,0,0,1,0,1,1,0,0,0,0,1,1,
33,111,0,0,1,0,1,1,0,0,0,0,1,1,
33,112,0,0,1,0,1,1,0,0,0,0,1,1,
33,113,0,0,1,0,1,1,0,0,0,0,1,1,
33,114,0,0,1,0,1,1,0,0,0,0,1,1,
33,115,0,0,1,0,1,1,0,0,0,0,1,1,
33,116,0,0,1,0,1,1,0,0,0,0,1,1,
33,117,0,0,1,0,1,1,0,0,0,0,1,1,
33,118,0,0,1,1,1,1,0,0,0,0,1,1,
33,119,0,0,1,1,1,1,0,0,0,0,1,1,
33,120,0,0,1,1,1,1,0,0,0,0,1,1,
33,121,0,0,1,1,1,1,0,0,0,0,1,1,
33,122,0,0,1,1,1,1,0,0,0,0,1,1,
33,123,0,0,1,1,1,1,0,0,0,0,1,1,
33,124,0,0,1,1,1,1,0,0,0,0,1,1,
33,125,0,0,1,1,1,1,0,0,0,0,1,1,
33,126,0,0,1,1,1,1,0,0,0,0,1,1,
33,127,0,0,1,1,1,1,0,0,1,0,1,1,
33,128,0,0,1,1,1,1,0,0,1,0,1,1,
33,129,0,0,1,1,1,1,0,0,1,0,1,1,
33,130,0,0,1,1,1,1,0,0,1,0,1,1,
33,131,0,0,1,1,1,1,0,0,1,1,1,1,
33,132,0,0,1,1,1,1,0,0,1,1,1,1,
33,133,0,0,1,1,1,1,0,0,1,1,1,1,
33,134,0,0,1,1,1,1,0,0,1,1,1,1,
33,135,0,0,1,1,1,1,0,0,1,1,1,1,
33,136,0,0,1,1,1,1,0,0,1,1,1,1,
33,137,0,0,1,1,1,1,0,0,1,1,1,1,
33,138,0,0,1,1,1,1,0,0,1,1,1,1,
33,139,0,0,1,1,1,1,0,0,1,1,1,1,
33,140,0,0,1,1,1,1,0,0,1,1,1,1,
33,141,0,0,1,1,1,1,0,0,1,1,1,1,
33,142,0,0,1,1,1,1,0,0,1,1,1,1,
33,143,0,0,1,1,1,1,0,0,1,1,1,1,
33,144,0,0,1,1,1,1,0,0,1,1,1,1,
33,145,0,0,1,1,1,1,0,0,1,1,1,1,
33,146,0,0,1,1,1,1,0,0,1,1,1,1,
33,147,0,0,1,1,1,1,0,0,1,1,1,1,
33,148,0,0,1,1,1,1,0,0,1,1,1,1,
33,149,0,0,1,1,1,1,0,0,1,0,1,1,
33,150,0,0,1,1,1,1,0,0,1,0,1,1,
33,151,0,0,1,1,1,1,0,0,1,0,1,1,
33,152,0,0,1,1,1,1,0,0,1,1,1,1,
33,153,0,0,1,1,1,1,0,0,1,1,1,1,
33,154,0,0,1,1,1,1,0,0,1,1,1,1,
33,155,0,0,1,1,1,1,0,0,1,1,1,1,
33,156,0,0,1,1,1,1,0,0,1,1,1,1,
33,157,0,0,1,1,1,1,0,0,1,1,1,1,
33,158,0,0,1,1,1,1,0,0,1,1,1,1,
33,159,0,0,1,1,1,1,0,0,1,1,1,1,
33,160,0,0,1,1,1,1,0,0,1,1,1,1,
33,161,0,0,1,1,1,1,0,0,1,1,1,1,
33,162,0,0,1,1,1,1,0,0,1,1,1,1,
33,163,0,0,1,1,1,1,0,0,1,1,1,1,
33,164,0,0,1,1,1,1,0,0,1,1,1,1,
33,165,0,0,1,1,1,1,0,0,1,1,1,1,
33,166,0,0,1,1,1,1,0,0,1,1,1,1,
33,167,0,0,1,1,1,1,0,0,1,1,1,1,
33,168,0,0,1,1,1,1,0,0,1,1,1,1,
33,169,0,0,1,1,1,1,0,0,1,1,1,1,
33,170,0,0,1,1,1,1,0,0,1,1,1,1,
33,171,0,0,1,1,1,1,0,0,1,1,1,1,
33,172,0,0,1,1,1,1,0,0,1,1,1,1,
33,173,0,0,1,1,1,1,0,0,1,0,1,1,
33,174,0,0,1,1,1,1,0,0,1,0,1,1,
33,175,0,0,1,1,1,1,0,0,1,0,1,1,
33,176,0,0,1,1,1,1,0,0,1,0,1,1,
33,177,0,0,1,1,1,1,0,0,1,0,1,1,
33,178,0,0,1,1,1,1,0,0,1,0,1,1,
33,179,0,0,1,1,1,1,0,0,1,0,1,1,
33,180,0,0,1,1,1,1,0,0,1,0,1,1,
33,181,0,0,1,1,1,1,0,0,1,0,1,1,
33,182,0,0,1,1,1,1,0,0,1,0,1,1,
33,183,0,0,1,1,1,1,0,0,1,0,1,1,
33,184,0,0,1,1,1,1,0,0,1,0,1,1,
33,185,0,0,1,1,1,1,0,0,1,0,1,1,
33,186,0,0,1,0,1,1,0,0,1,0,1,1,
33,187,0,0,1,0,1,1,0,0,0,0,1,1,
33,188,0,0,1,0,1,1,0,0,0,0,1,1,
33,189,0,0,1,0,1,1,0,0,0,0,1,1,
33,190,0,0,1,0,1,1,0,0,0,0,1,1,
33,191,0,0,1,0,1,1,0,0,1,0,1,1,
33,192,0,0,1,0,1,1,0,0,1,0,1,1,
33,193,0,0,1,0,1,1,0,0,0,0,1,1,
33,194,0,0,1,0,1,1,0,0,0,0,1,1,
33,195,0,0,1,0,1,1,0,0,0,0,1,1,
33,196,0,0,1,0,1,1,0,0,0,0,1,1,
33,197,0,0,0,0,1,1,0,0,0,0,1,1,
33,198,0,0,0,0,1,1,0,0,0,0,1,1,
33,199,0,0,0,0,1,1,0,0,0,0,1,1,
33,200,0,0,0,0,1,1,0,0,0,0,1,1,
33,201,0,0,0,0,1,1,0,0,0,0,1,1,
33,202,0,0,0,0,1,1,0,0,0,0,1,1,
33,203,0,0,0,0,1,1,0,0,0,0,1,1,
33,204,0,0,0,0,1,1,0,0,0,0,1,1,
33,205,0,0,0,0,1,1,0,0,0,0,1,1,
33,206,0,0,0,0,1,1,0,0,0,0,1,1,
33,207,0,0,0,0,1,1,0,0,0,0,1,1,
33,208,0,0,0,0,1,1,0,0,0,0,1,1,
33,209,0,0,0,0,1,1,0,0,0,0,1,1,
33,210,0,0,1,0,1,1,0,0,0,0,1,1,
33,211,0,0,1,0,1,1,0,0,1,0,1,1,
33,212,0,0,1,0,1,1,0,0,1,0,1,1,
33,213,0,0,1,0,1,1,0,0,1,0,1,1,
33,214,0,0,1,0,1,1,0,0,1,0,1,1,
33,215,0,0,1,1,1,1,0,0,1,0,1,1,
33,216,0,0,1,1,1,1,0,0,1,0,1,1,
33,217,0,0,1,1,1,1,0,0,1,1,1,1,
33,218,0,0,1,1,1,1,0,0,1,1,1,1,
33,219,0,0,1,1,1,1,0,0,1,1,1,1,
33,220,0,0,1,1,1,1,0,0,1,1,1,1,
33,221,0,0,1,1,1,1,0,0,1,1,1,1,
33,222,0,0,1,1,1,1,0,0,1,1,1,1,
33,223,0,0,1,1,1,1,0,0,1,1,1,1,
33,224,0,0,1,1,1,1,0,0,1,1,1,1,
33,225,0,0,1,1,1,1,0,0,1,1,1,1,
33,226,0,0,1,1,1,1,0,0,1,1,1,1,
33,227,0,0,1,1,1,1,0,0,1,1,1,1,
33,228,0,0,1,1,1,1,0,0,1,1,1,1,
33,229,0,0,1,1,1,1,0,0,1,1,1,1,
33,230,0,0,1,1,1,1,0,0,1,1,1,1,
33,231,0,0,1,1,1,1,0,0,1,1,1,1,
33,232,0,0,1,1,1,1,0,0,1,1,1,1,
33,233,0,0,1,1,1,1,0,0,1,1,1,1,
33,234,0,0,1,1,1,1,0,0,1,1,1,1,
33,235,0,0,1,1,1,1,0,0,1,1,1,1,
33,236,0,0,1,1,1,1,0,0,1,1,1,1,
33,237,0,0,1,1,1,1,0,0,1,1,1,1,
33,238,0,0,1,1,1,1,0,0,1,1,1,1,
33,239,0,0,1,1,1,1,0,0,1,1,1,1,
33,240,0,0,1,1,1,1,0,0,1,1,1,1,
33,241,0,0,1,0,1,1,0,0,0,0,1,1,
33,242,0,0,1,0,1,1,0,0,0,0,1,1,
33,243,0,0,1,0,1,1,0,0,0,0,1,1,
33,244,0,0,1,0,1,1,0,0,0,0,1,1,
33,245,0,0,1,0,1,1,0,0,0,0,1,1,
33,246,0,0,1,0,1,1,0,0,0,0,1,1,
33,247,0,0,1,0,1,1,0,0,0,0,1,1,
33,248,0,0,1,0,1,1,0,0,0,0,1,1,
33,249,0,0,1,0,1,1,0,0,0,0,1,1,
33,250,0,0,1,0,1,1,0,0,0,0,1,1,
33,251,0,0,1,0,1,1,0,0,0,0,1,1,
33,252,0,0,1,0,1,1,0,0,0,0,1,1,
33,253,0,0,1,0,1,1,0,0,0,0,1,1,
33,254,0,0,1,0,1,1,0,0,0,0,1,1,
33,255,0,0,1,0,1,1,0,0,0,0,1,1,
33,256,0,0,1,0,1,1,0,0,0,0,1,1,
33,257,0,0,1,1,1,1,0,0,0,0,1,1,
33,258,0,0,1,1,1,1,0,0,0,0,1,1,
33,259,0,0,1,1,1,1,0,0,0,0,1,1,
33,260,0,0,1,1,1,1,0,0,0,0,1,1,
33,261,0,0,1,0,1,1,0,0,0,0,1,1,
33,262,0,0,1,0,1,1,0,0,0,0,1,1,
33,263,0,0,1,0,1,1,0,0,0,0,1,1,
33,264,0,0,1,0,1,1,0,0,0,0,1,1,
33,265,0,0,1,0,1,1,0,0,0,0,1,1,
33,266,0,0,1,0,1,1,0,0,0,0,1,1,
33,267,0,0,1,0,1,1,0,0,0,0,1,1,
33,268,0,0,1,0,1,1,0,0,0,0,1,1,
33,269,0,0,1,0,1,1,0,0,0,0,1,1,
33,270,0,0,1,0,1,1,0,0,0,0,1,1,
33,271,0,0,1,0,1,1,0,0,0,0,1,1,
33,272,0,0,1,0,1,1,0,0,0,0,1,1,
33,273,0,0,1,1,1,1,0,0,0,0,1,1,
33,274,0,0,1,1,1,1,0,0,0,0,1,1,
33,275,0,0,1,1,1,1,0,0,0,0,1,1,
33,276,0,0,1,1,1,1,0,0,0,0,1,1,
33,277,0,0,1,1,1,1,0,0,0,0,1,1,
33,278,0,0,1,1,1,1,0,0,0,0,1,1,
33,279,0,0,1,1,1,1,0,0,0,0,1,1,
33,280,0,0,1,1,1,1,0,0,0,0,1,1,
33,281,0,0,1,1,1,1,0,0,0,0,1,1,
33,282,0,0,1,1,1,1,0,0,0,0,1,1,
33,283,0,0,1,1,1,1,0,0,0,0,1,1,
33,284,0,0,1,1,1,1,0,0,0,0,1,1,
33,285,0,0,1,1,1,1,0,0,0,0,1,1,
33,286,0,0,1,1,1,1,0,0,0,0,1,1,
33,287,0,0,1,1,1,1,0,0,0,0,1,1,
33,288,0,0,1,1,1,1,0,0,0,0,1,1,
33,289,0,0,1,1,1,1,0,0,0,0,1,1,
33,290,0,0,1,1,1,1,0,0,0,0,1,1,
33,291,0,0,1,1,1,1,0,0,0,0,1,1,
33,292,0,0,1,1,1,1,0,0,0,0,1,1,
33,293,0,0,1,1,1,1,0,0,0,0,1,1,
33,294,0,0,1,1,1,1,0,0,0,0,1,1,
33,295,0,0,1,1,1,1,0,0,0,0,1,1,
33,296,0,0,1,1,1,1,0,0,0,0,1,1,
33,297,0,0,1,1,1,1,0,0,0,0,1,1,
33,298,0,0,1,1,1,1,0,0,0,0,1,1,
33,299,0,0,1,1,1,1,0,0,0,0,1,1,
33,300,0,0,1,1,1,1,0,0,0,0,1,1,
34,1,0,0,1,1,1,1,0,0,1,1,1,1,
34,2,0,0,1,1,1,1,0,0,1,1,1,1,
34,3,0,0,1,1,1,1,0,0,1,1,1,1,
34,4,0,0,1,1,1,1,0,0,1,1,1,1,
34,5,0,0,1,1,1,1,0,0,1,1,1,1,
34,6,0,0,1,1,1,1,0,0,1,1,1,1,
34,7,0,0,1,1,1,1,0,0,1,1,1,1,
34,8,0,0,1,1,1,1,0,0,1,1,1,1,
34,9,0,0,1,1,1,1,0,0,1,1,1,1,
34,10,0,0,1,1,1,1,0,0,1,1,1,1,
34,11,0,0,1,1,1,1,0,0,1,1,1,1,
34,12,0,0,1,1,1,1,0,0,1,1,1,1,
34,13,0,0,1,1,1,1,0,0,1,1,1,1,
34,14,0,0,1,1,1,1,0,0,1,1,1,1,
34,15,0,0,1,1,1,1,0,0,1,1,1,1,
34,16,0,0,1,1,1,1,0,0,1,1,1,1,
34,17,0,0,1,1,1,1,0,0,1,1,1,1,
34,18,0,0,1,1,1,1,0,0,1,1,1,1,
34,19,0,0,1,1,1,1,0,0,1,1,1,1,
34,20,0,0,1,1,1,1,0,0,1,1,1,1,
34,21,0,0,1,1,1,1,0,0,1,1,1,1,
34,22,0,0,1,1,1,1,0,0,1,1,1,1,
34,23,0,0,1,1,1,1,0,0,1,1,1,1,
34,24,0,0,1,1,1,1,0,0,1,1,1,1,
34,25,0,0,1,1,1,1,0,0,1,1,1,1,
34,26,0,0,1,1,1,1,0,0,1,1,1,1,
34,27,0,0,1,1,1,1,0,0,1,1,1,1,
34,28,0,0,1,1,1,1,0,0,1,1,1,1,
34,29,0,0,1,1,1,1,0,0,1,1,1,1,
34,30,0,0,1,1,1,1,0,0,1,1,1,1,
34,31,0,0,1,1,1,1,0,0,1,1,1,1,
34,32,0,0,1,1,1,1,0,0,1,1,1,1,
34,33,0,0,1,1,1,1,0,0,1,1,1,1,
34,34,0,0,1,1,1,1,0,0,1,1,1,1,
34,35,0,0,1,1,1,1,0,0,1,1,1,1,
34,36,0,0,1,1,1,1,0,0,1,1,1,1,
34,37,0,0,1,1,1,1,0,0,1,1,1,1,
34,38,0,0,1,1,1,1,0,0,1,1,1,1,
34,39,0,0,1,1,1,1,0,0,1,1,1,1,
34,40,0,0,1,1,1,1,0,0,1,1,1,1,
34,41,0,0,1,1,1,1,0,0,1,1,1,1,
34,42,0,0,1,1,1,1,0,0,1,1,1,1,
34,43,0,0,1,1,1,1,0,0,1,1,1,1,
34,44,0,0,1,1,1,1,0,0,1,1,1,1,
34,45,0,0,1,1,1,1,0,0,1,1,1,1,
34,46,0,0,1,1,1,1,0,0,1,1,1,1,
34,47,0,0,1,1,1,1,0,0,1,1,1,1,
34,48,0,0,1,1,1,1,0,0,1,1,1,1,
34,49,0,0,1,1,1,1,0,0,1,1,1,1,
34,50,0,0,1,1,1,1,0,0,1,1,1,1,
34,51,0,0,1,1,1,1,0,0,1,1,1,1,
34,52,0,0,1,1,1,1,0,0,1,1,1,1,
34,53,0,0,1,1,1,1,0,0,1,1,1,1,
34,54,0,0,1,1,1,1,0,0,1,1,1,1,
34,55,0,0,1,1,1,1,0,0,1,1,1,1,
34,56,0,0,1,1,1,1,0,0,1,1,1,1,
34,57,0,0,1,1,1,1,0,0,1,1,1,1,
34,58,0,0,1,1,1,1,0,0,1,1,1,1,
34,59,0,0,1,1,1,1,0,0,1,1,1,1,
34,60,0,0,1,1,1,1,0,0,1,1,1,1,
